.pl 16959
CisloPrijemky;DatumVydeje;CisloDodavatele;NazevDodavatele;CisloKarty;NazevZbozi;MernaJednotka;NakupCena;SazbaD;VPal;VKart;Prijato
--DATA--
00021$;737797$;00029$;Severochema v.d. Liberec$;0854$;Øedidlo syntetik 4l 6006$;kan$;138.17$;21$;0$;0$;1
00021$;737797$;00029$;Severochema v.d. Liberec$;0152$;Øedidlo syntetik 9l 6006 kanystr$;kan$;257.26$;21$;0$;0$;1
00021$;737797$;00029$;Severochema v.d. Liberec$;4354$;Toluen 9l$;kan$;298.94$;21$;0$;0$;16
00022$;737797$;00638$;Cormen Bystøice$;5685$;Rozprašovaè pro vırobky Cleamen$;ks$;7.26$;21$;0$;12$;-240
00023$;737797$;00638$;Cormen Bystøice$;3804$;Krystal Pine Sanan 750ml$;ks$;21.70$;21$;0$;17$;85
00023$;737797$;00638$;Cormen Bystøice$;3913$;\o\Cleamen 123 5l$;Ks$;504.30$;21$;0$;0$;2
00023$;737797$;00638$;Cormen Bystøice$;2488$;Cleamen 100/200 1l denní uklid$;ks$;102.46$;21$;0$;12$;12
00023$;737797$;00638$;Cormen Bystøice$;2768$;Cleamen 100/200 5l denní uklid$;kan$;429.27$;21$;0$;0$;10
00023$;737797$;00638$;Cormen Bystøice$;3953$;Cleamen 101/201 5l osvìovaè neutralizát$;kan$;370.79$;21$;0$;0$;8
00023$;737797$;00638$;Cormen Bystøice$;2734$;Cleamen 110 1l sklenìné plochy s MR$;ks$;38.95$;21$;0$;12$;36
00023$;737797$;00638$;Cormen Bystøice$;0306$;Cleamen 112 1l okna a rámy$;ks$;35.72$;21$;0$;12$;24
00023$;737797$;00638$;Cormen Bystøice$;5849$;Cleamen 131 5l na koberce$;kan$;263.35$;21$;0$;0$;2
00023$;737797$;00638$;Cormen Bystøice$;3999$;Cleamen 145 5l strojní$;kan$;205.92$;21$;0$;0$;12
00023$;737797$;00638$;Cormen Bystøice$;4153$;Cleamen 210 1l odmašovaè$;ks$;51.97$;21$;0$;12$;24
00023$;737797$;00638$;Cormen Bystøice$;1582$;Cleamen 220 1l nerez$;ks$;100.30$;21$;0$;12$;12
00023$;737797$;00638$;Cormen Bystøice$;1759$;Cleamen 230 6kg strojní mytí nádobí$;kan$;286.48$;21$;0$;0$;5
00023$;737797$;00638$;Cormen Bystøice$;4351$;Cleamen 231 5l strojní oplach nádobí$;kan$;258.51$;21$;0$;0$;3
00023$;737797$;00638$;Cormen Bystøice$;2325$;Cleamen 240 1,1 kg trouby,gril MR$;ks$;85.10$;21$;0$;12$;36
00023$;737797$;00638$;Cormen Bystøice$;1008$;Cleamen 302/402 1l osvìovaè-neutralizát$;ks$;119.11$;21$;0$;12$;24
00023$;737797$;00638$;Cormen Bystøice$;4453$;Cleamen 310 750ml wc èistiè$;Ks$;28.77$;21$;0$;17$;51
00023$;737797$;00638$;Cormen Bystøice$;1435$;Cleamen 410 1l koupelny$;ks$;42.70$;21$;0$;12$;384
00023$;737797$;00638$;Cormen Bystøice$;3461$;Dezinf.ruce Isolda bezopl.5l virucidní$;kan$;475.32$;21$;0$;0$;3
00023$;737797$;00638$;Cormen Bystøice$;2173$;Krém na ruce Isolda 100ml šalvìj antibak$;ks$;14.22$;21$;0$;25$;250
00023$;737797$;00638$;Cormen Bystøice$;3837$;Krystal 750ml MR UNI dezinfekce bez chlo$;ks$;41.59$;21$;576$;18$;576
00023$;737797$;00638$;Cormen Bystøice$;2433$;Krystal Pine Sanan 5l$;kan$;103.36$;21$;0$;0$;10
00023$;737797$;00638$;Cormen Bystøice$;3804$;Krystal Pine Sanan 750ml$;ks$;21.70$;21$;0$;17$;34
00023$;737797$;00638$;Cormen Bystøice$;5712$;Lahev aplikaèní øedící 1l$;ks$;13.20$;21$;0$;12$;12
00023$;737797$;00638$;Cormen Bystøice$;5937$;Leštìnka Krystal 750ml MR$;ks$;40.72$;21$;0$;18$;18
00023$;737797$;00638$;Cormen Bystøice$;5764$;Møíka do pisoaru vonná *Cleamen*modr/ze$;Ks$;26.52$;21$;0$;12$;60
00023$;737797$;00638$;Cormen Bystøice$;2588$;Mıdlovı èistiè Krystal 750ml vèelí vosk$;ks$;19.04$;21$;0$;18$;54
00023$;737797$;00638$;Cormen Bystøice$;2295$;Okna Krystal 5l$;kan$;85.00$;21$;0$;0$;2
00023$;737797$;00638$;Cormen Bystøice$;1056$;Tekuté mıdlo 5l Vakavo Love Herbal bílé$;kan$;54.71$;21$;108$;0$;108
00023$;737797$;00638$;Cormen Bystøice$;1412$;Utìrka Cleamax Fine zelená$;ks$;19.00$;21$;0$;12$;12
00023$;737797$;00638$;Cormen Bystøice$;5545$;Vonnı olej Krystal 750ml Black$;ks$;67.66$;21$;576$;18$;18
00023$;737797$;00638$;Cormen Bystøice$;4909$;Vonnı olej Krystal 750ml rùovı$;ks$;62.22$;21$;576$;18$;18
00023$;737797$;00638$;Cormen Bystøice$;5930$;WC èistiè Krystal EKO 750ml$;ks$;20.33$;21$;0$;17$;34
00024$;737797$;01037$;Ing.David Pikula$;0790$;Orkán profi lesk 25kg do myèek$;kan$;1740.00$;21$;0$;0$;6
00024$;737797$;01037$;Ing.David Pikula$;0853$;Orkán profi uni 29kg do myèek$;kan$;1777.30$;21$;0$;0$;2
00025$;737797$;01095$;Hygienickı servis s.r.o.$;4270$;Toaletní papír Gigant 2vrs.190*Imb402297$;rol$;29.15$;21$;480$;12$;480
00026$;737797$;00358$;KARKO PAPER s.r.o.$;4677$;Papírové ruèníky role 2vr PK MaxiCar6130$;rol$;36.80$;21$;360$;6$;600
00026$;737797$;00358$;KARKO PAPER s.r.o.$;4642$;Papírové ruèníky role 2vr PK Midi 455VPL$;rol$;15.99$;21$;576$;12$;480
00027$;737798$;00041$;Dubrava Valašské Klobouky$;1099$;Koberce Akypo 5l strojní èistiè$;kan$;211.50$;21$;0$;0$;16
00027$;737798$;00041$;Dubrava Valašské Klobouky$;0406$;Prášek Montéráèek 500g$;ks$;36.00$;21$;720$;12$;12
00028$;737798$;00206$;Espace velkoobchod drogerie s.r.o.$;4954$;Koupelny Sanytol 500ml MR$;ks$;57.66$;21$;0$;12$;240
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;2224$;Alpa emulze s arnikou 100ml$;ks$;32.60$;21$;0$;10$;10
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;5637$;Prášek Bonux 60dávek bílé$;ks$;136.90$;21$;0$;0$;10
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;5265$;Prášek Bonux 60dávek Color$;ks$;136.90$;21$;0$;0$;10
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;1491$;Finish èistiè 250ml                   /2$;ks$;33.50$;21$;0$;12$;20
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;1491$;Finish èistiè 250ml                   /2$;ks$;33.50$;21$;0$;12$;36
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;1491$;Finish èistiè 250ml                   /2$;ks$;33.50$;21$;0$;12$;40
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;0768$;Finish lesk 800ml$;ks$;87.80$;21$;0$;12$;60
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;5313$;Finish tablety 100ks Powerball Classic$;ks$;126.90$;21$;0$;4$;100
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;2249$;Osvìovaè spray Glade 300ml Oud Desire$;ks$;35.70$;21$;0$;12$;50
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;0798$;\O\Kuchyne Brilla Sgrassa 750ml MR troub$;ks$;49.00$;21$;0$;10$;24
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;2614$;Servošampon kbelík Rapid 5 kg$;kan$;284.93$;21$;0$;0$;10
00029$;737798$;00984$;BARVY A LAKY HOSTIVAØ a.s.$;0802$;Holící pìna Windsor 200ml$;ks$;26.90$;21$;0$;12$;36
00030$;737798$;00687$;Avex Liberec s.r.o.$;1574$;\o\Barva SU 2013/1000 4l/3.5l  bílá$;ks$;572.85$;21$;0$;0$;4
00030$;737798$;00687$;Avex Liberec s.r.o.$;5191$;\o\Barva SU 2013/8140/8141 4l èervená$;ks$;666.90$;21$;0$;0$;1
00030$;737798$;00687$;Avex Liberec s.r.o.$;2087$;\o\Barva SU 2013/6401 4l/3,5l lutá$;ks$;822.70$;21$;0$;0$;3
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1136$;Drátìnı kartáè PE 1100 - 5øadı$;ks$;20.00$;21$;0$;12$;12
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;4850$;Hul DR 180cm prùmìr 24mm$;ks$;49.72$;21$;0$;25$;50
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1948$;Hùl teleskop 110- 200cm + redukce Spokar$;ks$;55.61$;21$;0$;10$;10
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1071$;Kartáè lahvovı 50mm    2519$;ks$;17.76$;21$;0$;20$;20
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;5079$;Kartáè na nádobí 4432 color$;ks$;9.63$;21$;0$;10$;10
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1122$;Kartáè na nádobí EKO 4434$;ks$;12.37$;21$;0$;25$;25
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1141$;Kartáè na prádlo PE 3603 16x5x4cm$;ks$;21.41$;21$;0$;20$;20
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1177$;Kartáè na radiátor 4420$;ks$;37.53$;21$;0$;15$;15
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1389$;Kartáèek na ruce døevìnı štìtiny 3120$;ks$;18.51$;21$;0$;10$;40
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;0459$;Kartáèek na ruce PE jednostrannı 3105/1$;ks$;9.63$;21$;0$;10$;100
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;2236$;Mop KOMPLET s holí hnìdı pásky$;ks$;118.77$;21$;0$;36$;6
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1495$;Mop NN pásky hnìdé jemnı závit$;ks$;42.50$;21$;0$;50$;50
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;3510$;Roho gumová s kokosem 60x40 CRISS CROSS$;ks$;86.50$;21$;0$;0$;5
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;2985$;Sáèky do koše 60l 63x68/ 15mi zata 15SPO$;rol$;24.87$;21$;0$;25$;250
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;0714$;Smetáèek PE dlouhı 5180/616$;ks$;22.60$;21$;0$;12$;48
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;0457$;Souprava smetáèek+lopatka 5207/616$;ks$;43.24$;21$;0$;15$;30
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1761$;Souprava smetáèek+lopatka 5220 EKO s gum$;ks$;32.63$;21$;0$;24$;48
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1765$;STC lyonskı plochı C 12$;ks$;19.67$;21$;0$;20$;20
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1308$;Stìrka na okna 25cm   è.4425$;ks$;26.15$;21$;0$;12$;24
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;2176$;Štìtec plochı slabı C2   PH 81215$;ks$;17.85$;21$;0$;10$;10
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1403$;Váleèek molitan náhrada 10cm$;ks$;5.13$;21$;0$;10$;200
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1650$;Vìdro PVC 10l Spokar s mìrkou a vılevkou$;ks$;46.03$;21$;0$;10$;20
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1176$;WC kartáè toèenı 1023 PH$;ks$;30.30$;21$;0$;10$;10
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;1303$;WC souprava 4322 bílá prumìr 85mm$;ks$;40.01$;21$;0$;30$;60
00031$;737798$;00002$;Kartacovny a.s. Pelhrimov$;4943$;Zubní kartáèek Spokar 3428 Plus M$;ks$;27.06$;21$;0$;12$;12
00032$;737798$;00237$;Ecolab Hygiene s.r.o.$;0288$;Prášek Eltra 6kg$;ks$;618.80$;21$;0$;0$;8
00032$;737798$;00237$;Ecolab Hygiene s.r.o.$;1670$;\o\Into Fresh 1l$;ks$;82.63$;21$;0$;12$;12
00032$;737798$;00237$;Ecolab Hygiene s.r.o.$;2029$;Utìrka mikro Ecolab ECO 5ks èerven.toale$;bal$;156.00$;21$;0$;0$;2
00032$;737798$;00237$;Ecolab Hygiene s.r.o.$;3426$;Utìrka mikro Ecolab ECO 5ks modrá kancel$;bal$;156.00$;21$;0$;0$;10
00033$;737798$;00629$;KALVEI, s.r.o.$;2653$;Osvìovaè dávkovaè TimeMist Vanil.NN 270$;ks$;105.30$;21$;0$;12$;12
00034$;737798$;00449$;Canis Safety a.s.$;0431$;Rukavice komfort Tern/ Zoro è.10     /12$;pár$;18.00$;21$;0$;120$;120
00034$;737798$;00449$;Canis Safety a.s.$;3134$;Rukavice kùe kom.Magpie LZ/Falco è.10$;pár$;25.20$;21$;0$;60$;120
00034$;737798$;00449$;Canis Safety a.s.$;4075$;Rukavice Technik *** èervené è.10$;par$;37.80$;21$;0$;12$;60
00035$;737798$;00910$;SVING s.r.o.$;1075$;Pøíbor nerez polévková líce Miláno$;ks$;6.40$;21$;0$;12$;120
00035$;737798$;00910$;SVING s.r.o.$;1680$;Pøíbor nerez kávová lièka Miláno$;ks$;4.20$;21$;0$;12$;84
00035$;737798$;00910$;SVING s.r.o.$;1074$;Pøíbor nerez nù Miláno$;ks$;10.60$;21$;0$;12$;60
00035$;737798$;00910$;SVING s.r.o.$;1076$;Pøíbor nerez vidlièka Miláno$;ks$;6.40$;21$;0$;12$;60
