.pl 16959
CisloKarty;NazevZboziInv;PocetInv
--DATA--
3813$;||201111$;0
3814$;Zubní pasta Odol Herbal 75ml$;25
3815$;\o\Pap.ruè.role Tork 2vr.128207$;0
3816$;Kartáè silnièní 40cm èernı s holí 140cm$;10
3817$;\O\Barva Balakryl 0620 0,7kg lutı$;0
3818$;\o\Dezox 5l dezinfekèní$;0
3819$;Vonnı záves Ekco Clip BlueFresh$;0
3820$;\o\Satur Max univ.1l lutı$;0
3821$;Koš PVC 12L kulatı plnı èernı$;0
3822$;||201110$;0
3823$;Mıdlovı èistiè Alex 2v1 Døevo 750ml$;47
3824$;\o\Mop komplet Quick max bez vìdra$;0
3825$;\O\Roundup Expes 6H 1200ml MR$;0
3826$;\o\Roho gumová kosoètverec 30x45cm$;0
3827$;||190104$;0
3828$;Osvìovaè CAR Ambi-pur komplet Aqua$;5
3829$;\o\Nádobí Robeta 5l$;0
3830$;||180109$;0
3831$;||181106$;0
3832$;||190612$;0
3833$;\O\Sáèek papírovı svaèinovı 100ks$;0
3834$;Odìv plášt kuchaøskı bez rukávu 40-68$;0
3835$;Pytle 120L/40mi 70x110cm role-25ks lutá$;200
3836$;\O\Suma Quicksan D4.3  750ml$;0
3837$;Krystal 750ml MR UNI dezinfekce bez chlo$;30
3838$;SG Radox 250ml MEN Feel Wild$;1
3839$;\o\Barva S 2321/1000 0.7kg bílá$;0
3840$;\O\Roho døevìná kartáèová 89x44x2cm$;0
3841$;Motouz POP 2kg   1200 m/kg$;6
3842$;\O\Orkán Profi Ultra 30kg$;0
3843$;\o\Pytle do skartovaèky 530x340x1000 5ks$;0
3844$;SG Authentic 400ml Ice lime lutá$;27
3845$;Gumové rukavice technic 300/0,65 è.8-8,5$;0
3846$;Balíèek Palmolive Pure SG+tekuté mıdlo$;0
3847$;||191218$;0
3848$;||190102$;0
3849$;||190102$;0
3850$;||190102$;0
3851$;\O\Aceton 4l$;0
3852$;\o\Incidin Liquid 600ml rozprašovaè$;0
3853$;\O\WC pisoar Cleamen 322 12ks + sítko$;0
3854$;||201126$;0
3855$;\O\Sidolux 750ml voskování døevìnıch pod$;0
3856$;\o\Dávkovaè Tork 561500 na pìnové mıdlo$;0
3857$;SG Radox 250ml Refreshed/ Active$;103
3858$;Lopatka plechová velká  24x23cm modrá /6$;111
3859$;WC èistiè Bref Jumbo 700ml Fresh modrı$;0
3860$;\o\WC košíèek závìsnı-samost/náhr Krysta$;0
3861$;||190111$;0
3862$;\o\Karcher RM764 10l$;0
3863$;SG Radox 250ml Relaxed$;15
3864$;||190104$;0
3865$;\o\Roho textilní Arcos 120x80cm èerná$;0
3866$;\o\Into XL Fresh 5l$;0
3867$;\O\Ceresit Re-New 100ml obnovovaè siliko$;0
3868$;\o\Sáèky do vysavaèe Eta Baggin 7468 4ks$;0
3869$;||181106$;0
3870$;|Barel 50l-Milit autoèistiè úètovanı$;8
3871$;||190102$;0
3872$;||190104$;0
3873$;||191102$;0
3874$;||190612$;0
3875$;||190104$;0
3876$;Arva 4l oplachová kanystr$;3
3877$;Pytle 240L/40mi 120x150cm role-8ks Fino$;299
3878$;Koš PVC 60L kulatı bez víka 67x39cm$;28
3879$;\o\Vanièka DUO 200122$;0
3880$;||190104$;0
3881$;\O\Roho textilní Arcos 105x55cm olemov.$;0
3882$;\O\Spray Chrom zlatı 400ml$;0
3883$;\O\Spray RAL 9010 bílá 400ml lesk$;0
3884$;\o\Ubrousky skládané 200ks Karko 3320$;0
3885$;Mop drák FW 80cm s kloubem$;22
3886$;Osvìovaè spray Glade 300ml Oceán$;16
3887$;\O\Tekuté mıdlo 500ml Isolda dezinf.pump$;0
3888$;\o\Rilan Scheuermilch 750ml$;0
3889$;\o\Diesin Maxx 5l$;0
3890$;Odìv jednoráz.oblek velikost L/XL$;6
3891$;||180530$;0
3892$;Náplast textilní 8cm x 1m 1663$;34
3893$;\o\Barva Eternal bílı 9003 5kg lesk$;0
3894$;\o\Barva Eternal sl.kost 1015 5kg lesk$;0
3895$;\o\Strip a Way 5l$;0
3896$;\o\PAD ruèní Super s melaninem 25x11,5cm$;3
3897$;\o\Lahev 500ml Oasis PRO 64$;0
3898$;WC souprava vysoká mix barev$;33
3899$;Stìrka podlaha kovová 75cm obyè$;9
3900$;Pytle 120L/80mi 70x110cm 15ks modrı$;0
3901$;\o\Karcher RM780 10l$;0
3902$;\o\Zásobník ubr.Tork irafa 272208A èern$;0
3903$;MD SPECIÁL spray 300ml$;38
3904$;WC èistiè Bref Jumbo 700ml zelenı/Lemoni$;101
3905$;||180530$;0
3906$;\o\Koupelna HG pìnovı èis.vod.kámen 500m$;0
3907$;\o\Eloma Multiclean mycí 10l$;0
3908$;\P\Lak.tu.HFB380074 polar$;0
3909$;Sáèky do koše 60l 63x74 /20mi 25ks èerné$;1118
3910$;Pad super 533mm/21" zelenı,230vıø$;0
3911$;\o\Toaletní papír Gigant 2vrs.230 Light$;0
3912$;||180109$;0
3913$;\o\Cleamen 123 5l$;0
3914$;\o\Sáèky do vysavaèe Karcher 3.320M$;0
3915$;||180104$;0
3916$;||180530$;0
3917$;||190612$;0
3918$;\O\Spray RAL 2009 oran 400ml$;0
3919$;||181106$;0
3920$;||180704$;0
3921$;Zubní kartáèek Spokar 3411 tvrdı$;23
3922$;Hadr èistá bavlna BT 10kg  0%$;618
3923$;Mop drák FW 60cm s kloubem$;28
3924$;||190104$;0
3925$;\O\Avivá Tongo bílá 3L$;0
3926$;MICCI Noèní plus!!! 10ks s køidélky$;32
3927$;\o\Vlhèené ubrousky Durable na obrazovky$;0
3928$;\o\Voda po holení Pitralon 100ml$;0
3929$;||190104$;0
3930$;\o\Šampon Hafula pro psy a koèky 250ml$;0
3931$;||190204$;0
3932$;\AU\Sáèek mikro 20x30cm 100ks$;0
3933$;\o\Toaletní papír 2vr.Tork 2100 po 10ks$;0
3934$;\o\Pap.ruè.role Medic 7185 2vr.60cmx80m$;0
3935$;Skalice modrá/síran mìd 500g$;34
3936$;||190111$;0
3937$;||190104$;0
3938$;Pulirapid 750ml vodní kámen$;188
3939$;\o\Roho textilní Arcos 90x50cm èerná ol$;0
3940$;||201126$;0
3941$;\O\Vanièka k vozíku Klaro 50x30x8cm modr$;0
3942$;\S1\Univerzal Hit Industrial 1l$;0
3943$;Utìrka Švédská MMS 210g 40x40cm modrá$;8988
3944$;Zubní pasta Odol Classic 75ml        /12$;123
3945$;\O\Rukavice latex.sterilní Dona 9021-è.9$;0
3946$;||200729$;0
3947$;\o\Cleamen 622 5l$;0
3948$;\o\Pytle 120L/80mi 70x110cm 15ks èervené$;0
3949$;\o\Øedidlo S 6001 9l$;0
3950$;\o\Ubrousky 2vr.33x33cm 250ks bíle$;0
3951$;Rukavice vinylové  L 100ks$;42
3952$;\o\Šampon Aqua line 7ml$;0
3953$;Cleamen 101/201 5l osvìovaè neutralizát$;5
3954$;Finish DEO do myèky Lemon 1ks$;45
3955$;\o\Pytle 160L/50mi 90x120 10ks transpare$;0
3956$;\o\Antipo krém na nohy$;0
3957$;Prachovka flanelová 32x42cm Monika lutá$;99
3958$;\o\Mop NN inylkovı Cormen 40cm kapsovı$;0
3959$;\o\Pytle 120L/80mi 70x110cm 15ks zelenı$;0
3960$;\o\Mop drák kapsové mopu 40cm magnet$;0
3961$;Rozmıvák - potah náhrada 45cm bílı$;14
3962$;||190104$;0
3963$;Zásobník ruèníku ZZ metalic CN 190$;0
3964$;\O\Štetec pl.81264 è.3$;0
3965$;Pad super 330mm/13" èernı$;0
3966$;\o\Roho textilní Arcos 70x40cm èerná ol$;0
3967$;\o\Øedidlo S 6005 4l$;0
3968$;\o\Odìv monterky kalhoty+bluza$;0
3969$;\o\Barva S 2321/6200 1kg$;0
3970$;\o\Val.podlaháøskı Nylon 180mm$;0
3971$;\o\Val.podláhaøskı Nylon 250mm$;0
3972$;||190104$;0
3973$;\O\Váleèek Velur mini 150mm 6709414200$;0
3974$;||200729$;0
3975$;\O\Barva SU 2013/1100 0.75l šedá$;0
3976$;\o\Koberce Vanish prášek 650g$;0
3977$;||200729$;0
3978$;\O\Mıdlo/šampon pìnové DEB 1l Hair/Body$;0
3979$;Roho gumová Stift 55x35cm èerná 10mm$;7
3980$;\o\Roho textilní Arcos 520x45cm èerná$;0
3981$;\O\stìrka na okna s teleskopem 35/70cm$;0
3982$;||190104$;0
3983$;||190528$;0
3984$;\o\Fungispray Bezchlor.citrus 500ml+50%$;0
3985$;\o\Hul teleskop AL 80-140cm$;0
3986$;||181106$;0
3987$;||181106$;0
3988$;\O\Roho textilní Arcos 200x100cm èerná$;0
3989$;\o\Chòapka teflon s magnetem, poutkem$;0
3990$;SG Denim pánskı Original 250ml$;38
3991$;||190528$;0
3992$;||190102$;0
3993$;ECO Real Green Clean multifunk.500g MR$;52
3994$;Tekuté mıdlo 5l Tork 409840$;3
3995$;\O\Mıdlo pìnové DEB 1l dezinf.Hygi Foame$;0
3996$;Tekuté mıdlo 1l Mitia Aqua Active$;82
3997$;\o\Sáèek Vakuovací 20x30$;0
3998$;\o\Respirátor FFP3 Spirotec$;0
3999$;Cleamen 145 5l strojní$;8
4000$;||180109$;0
4001$;Roho gumová Stift 78x54cm èerná 10mm$;1
4002$;\o\Roho gumová Stift 68x45cm èerná 10mm$;0
4003$;\o\Pistole pìnovací$;0
4004$;Osvìovaè vonná závìska BowlClip modrı$;50
4005$;||201110$;0
4006$;Tekuté mıdlo 500ml Mitia Aloe zelená$;82
4007$;\o\Pap.ruè.ZZ 2vr Katrin 100621$;0
4008$;\S1\Tekuté mıdlo 5kg Riva antibakt.$;0
4009$;||190104$;0
4010$;\o\Sáèky do vysavaèe Karcher T10/1 10ks$;0
4011$;\o\Sidolux èistiè na koené vırobky 200m$;0
4012$;Koš nášlapnı bez vloky 50l støíbrnı$;4
4013$;||190104$;0
4014$;\o\Tìlové mléko dìtské Dove 200ml$;0
4015$;\o\Roho gumová Stift 183x92cm èer. 14mm$;0
4016$;Krystal na podlahy 5L Alfa alkohol oran$;134
4017$;Cockpit spray 400ml COYOTE citrus/pomera$;71
4018$;Cockpit spray 400ml COYOTE vanilka$;50
4019$;Cockpit spray 400ml COYOTE lesní plody$;36
4020$;\o\Barva SU 2013/5149 3,5l$;0
4021$;Okna Coyote èistiè skel 650ml MR$;20
4022$;Autošampon COYOTE 500ml ** bez vosku **$;19
4023$;Odstraòovaè hmyzu 500ml CARLINE$;6
4024$;Kimcel Soft Cloths 7212 1.vrs. netk.text$;51
4025$;||190114$;0
4026$;||190103$;0
4027$;\S1\Solvina 375g INDUSTRIAL$;0
4028$;\o\Batole dìtskı krém na opruzeniny 75ml$;0
4029$;||190104$;0
4030$;Ceresit Stop vlhkosti náplò 2x450g$;0
4031$;\o\Triko kr.rukáv S-XXL$;0
4032$;Mio 10kg$;0
4033$;\o\Svíèka èajová maxi prumìr 58mm 20ks$;0
4034$;Purex T 10kg na koberce$;1
4035$;||191219$;0
4036$;\o\Toaletní papír Gigant 2vr 190cel Harm$;0
4037$;\o\Star vonnı osvìovaè 1l$;0
4038$;\o\Batole dìtská koupel 200ml$;0
4039$;Krém Mitia pleovı a tìl.200ml Sensitive$;7
4040$;\o\Motouz POP 250g nostost 60kg$;0
4041$;\o\Roho textilní Arcos 129,5x120cm èern$;0
4042$;Osvìovaè Gel Wind 150ml Ocean$;109
4043$;\o\Pap.ruè.role Tork 2vr.130060 340m bíl$;0
4044$;\o\Barva S 2177/0100 0.75l 3v1$;0
4045$;\o\Pytle 70L/50mi 550x1000cm lutı 25ks$;100
4046$;\o\Roho textilní Arcos 220x50cm èerná$;0
4047$;\O\Terina na pol.nerez b.v.$;0
4048$;\o\Barva S 2177/0816 0.75l 3v1$;0
4049$;\O\smeták sálovı 60cm ÍNÌ$;0
4050$;\O\smeták sálovı 80cm ÍNÌ$;0
4051$;\o\Víko ke koši Rubbermaid luté$;0
4052$;\o\Dradlo 8x18cm$;0
4053$;\o\Barva S 2177/0950 0.75l 3v1$;0
4054$;||190104$;0
4055$;||190104$;0
4056$;Papírové ruèníky ZZ 2vr.60116 celuloza$;957
4057$;||190111$;0
4058$;||190104$;0
4059$;||190104$;0
4060$;||190102$;0
4061$;||190104$;0
4062$;||190104$;0
4063$;||190102$;0
4064$;\O\vìdro k 9200,hranaté,èer$;0
4065$;Šampon Timotei 400ml èistota$;89
4066$;\o\Hùl teleskop AL 2x1,5m$;0
4067$;Rozmıvák - potah náhrada 35cm bílı$;17
4068$;Hùl AL 140cm prùmìr 23,5mm bez zavitu$;120
4069$;Pampers Jumbo Maxi 76ks èíslo 4$;5
4070$;\o\Barva SU 2013/6003 4l/3.5l slon.kost$;0
4071$;\o\Mop Drák Blizzard KBH 4N$;0
4072$;||190111$;0
4073$;||191218$;0
4074$;Hadr na podlahu tkanı Venda 60x60cm$;183
4075$;Rukavice Technik *** èervené è.10$;92
4076$;\o\Pap.ruè.role Tork 1vr.66310 Basic Neu$;0
4077$;||200311$;0
4078$;||201126$;0
4079$;\o\Sáèky do vysavaèe Rowenta RO5475 4ks$;0
4080$;MICCI tampony super 8ks$;113
4081$;\o\Sáèky koše 60l 60x90cm W31N 50ks modr$;0
4082$;\O\Drák pro role pap.podloek 60900-00$;0
4083$;Mop NN bavlnìnı Speedy 50cm uni 2x jazyk$;43
4084$;\D\OVO Set$;0
4085$;\P\Lak.tu.HFB380091 Mocca$;0
4086$;\o\Sáèky do vysavaèe Karcher A2054-K008$;0
4087$;\o\Prací gel Savo 20dávek color$;0
4088$;Petrolej 9l$;2
4089$;||190114$;0
4090$;\O\Razant Linal 25l+barel$;0
4091$;WC souprava HOME šedá$;1
4092$;\S1\WC èistiè Hit 750ml Industry$;576
4093$;||181106$;0
4094$;||190104$;0
4095$;||180530$;0
4096$;||190104$;0
4097$;\o\Mop drák Speedy 2druky 50cm magnet$;0
4098$;Pytle 120L/80mi 70x110cm role-15ks èerné$;181
4099$;||190102$;0
4100$;Carine tampony normal 16ks$;29
4101$;Okna Clinil 10l$;2
4102$;\o\Eloma Multiclean oplach 10l$;0
4103$;||190104$;0
4104$;\o\Rukavice SOL-VEX A37-695 è9$;0
4105$;\O\Víko plast 80l 37x32cm èervené$;0
4106$;\AU\Pronto 400ml spray$;0
4107$;\o\Pap.ruè.role na lùko 12225-00 2vr$;0
4108$;\o\Dradlo 8x25cm$;0
4109$;WD 40  5l$;2
4110$;|Paleta EUR - Zempomarket$;0
4111$;||190104$;0
4112$;||190104$;0
4113$;Prací gel Wansou 1l vlna Balsam Rùovı$;11
4114$;Toaletní papír 2vrs.0826 HarmComfo 4/19m$;3156
4115$;Èistiè domácí Milit 500ml MR$;177
4116$;||190104$;0
4117$;Smeták DR nelakovanı obyè bez závitu$;108
4118$;Kartáè silnièní 35cm a holí 140 Spoka$;0
4119$;\o\Vìdro smalt 7l$;0
4120$;\o\Pytle 120L/80mi 70x110 1ks èernı/4098$;0
4121$;||190102$;0
4122$;||190104$;0
4123$;\S1\Písek tekutı Real 10kg$;40
4124$;||190104$;0
4125$;||180724$;0
4126$;\o\Pap.ruè.role na lùko 12224 2vr$;0
4127$;\P\Lak.tu.HFB380098 miami$;0
4128$;\o\Sáèky do vysavaèe ETA Neptun 3ks$;0
4129$;||190104$;0
4130$;\O\Syntol HD 265 4L$;0
4131$;\o\Peèící papír 38x8m Wimex$;0
4132$;Vlhèené dìtské ubrousky Linteo 72ks$;505
4133$;||180724$;0
4134$;\o\Rozetky 9cm/1000ks$;0
4135$;Biolit Plus 400ml mravenci$;132
4136$;\O\Toaletní papír 1vrs.400 rec.4ks  45m$;0
4137$;Ustní voda Odol classic 500ml$;0
4138$;||180530$;0
4139$;Koš nášlapnı +vloka 15L Goliáš bíl-hnìd$;0
4140$;\O\Sáèky do vysavaèe Zelmer Jupiter 4012$;0
4141$;\o\Cif na kùi 435ml$;0
4142$;\o\Úklidovı vozík Merkur 017$;0
4143$;\o\Víko k pøepravce M50$;0
4144$;Stick Dove Original$;3
4145$;||200729$;0
4146$;\O\Pytle 120L/100mi 70x110cm èervenı$;0
4147$;Zásobník na WC papír 200mm Plechovı bílı$;11
4148$;Real gel chlorax 650g$;494
4149$;|Sud prázdnı 40l/50l -Simply neúètovanı$;2
4150$;|SUD - Petrolej - Praha neuètovanı$;4
4151$;||190528$;0
4152$;||190103$;0
4153$;Cleamen 210 1l odmašovaè$;20
4154$;\o\Isofa gel Green 10kg$;0
4155$;||190104$;0
4156$;\D\Tenyl 75g$;0
4157$;Svíèka Iluminaèní 25g 10ks$;85
4158$;\o\Záchodové prkénko A60 Antibacterial$;0
4159$;\O\Purex K 10kg$;0
4160$;||190104$;0
4161$;Univerzal Savo 750ml vunì kvìtin$;262
4162$;\O\Ubrousky 2vr.40x40c Harm.Royal mix 20$;7
4163$;\o\Úklidovı vozík Praktik mini 9011H$;0
4164$;||180530$;0
4165$;\o\PAD super 533mm/21 bílı$;0
4166$;||190531$;0
4167$;||190111$;0
4168$;Rukavice nitrilové bez pudru 100ks S$;108
4169$;||190102$;0
4170$;||190102$;0
4171$;\o\Rukavice latexové èerné Moto M 100ks$;0
4172$;||190102$;0
4173$;||180530$;0
4174$;||180530$;0
4175$;\P\Lak.tu.HFB380080 zelená$;0
4176$;\S1\Písek tekutı Real 600g zelenı$;0
4177$;||191218$;0
4178$;||190102$;0
4179$;||190104$;0
4180$;\o\Gumové rukavice Bi Colour è.8$;0
4181$;\o\Benzínovı èistiè technickı 4L$;0
4182$;\O\Váza L5 17cm$;0
4183$;Houbièka Melaminová 12x6,5x3cm bílá$;24
4184$;||190102$;0
4185$;\S2\Utìrka švédská 40x40cm modrá$;400
4186$;\o\Míchaèka 235mm Ananas 100ks$;0
4187$;\O\Sáèek zip posuvnı jezdec 350x280mm$;0
4188$;||180104$;0
4189$;\o\Puron K 1,3kg$;0
4190$;||180104$;0
4191$;Váleèek malíøskı + dradlo 18$;0
4192$;Mop NN bavlnìnı Speedy 40cm uni 2xjazyk$;174
4193$;Kyselina citronová 100g$;190
4194$;||190104$;0
4195$;||180530$;0
4196$;\o\Teleskopická hul nerez GL 11$;0
4197$;Ubrousky bílé Harmony Coll 33x33cm 100ks$;409
4198$;||190102$;0
4199$;||190102$;0
4200$;||190103$;0
4201$;\P\Lak.tu.HFB380099 safari$;0
4202$;||190102$;0
4203$;\S1\Mio 10kg$;0
4204$;\O\Toaletní papír 2vr.Tork sklád. 114276$;0
4205$;SG Nivea 250ml Men mix$;39
4206$;\o\Oasis PRO 40 2l$;0
4207$;||180104$;0
4208$;Textilní rukavice Bavlna terèík è.9$;161
4209$;||190104$;0
4210$;||201202$;0
4211$;\O\Incidin Plus 2l$;0
4212$;||190102$;0
4213$;||190111$;0
4214$;||190111$;0
4215$;||190103$;0
4216$;\o\Zásobník ruèníky ZZ Tork 553100$;0
4217$;||190104$;0
4218$;\O\Èepice kuchaø.papír lodièka$;0
4219$;\O\SVáøeè.obl.MOFOS 170-50$;0
4220$;Zástìra jednorázová igelit.100ks 80x135c$;0
4221$;||190103$;0
4222$;\o\Barva Alkyton RAL 3020 5l èervenı$;0
4223$;Septoderm gel 500ml$;0
4224$;||190201$;0
4225$;||180530$;0
4226$;\S3\Utìrka švédska 40x40cm modrá$;-400
4227$;\o\Prachovka mikrovlákno, rukojet bambus$;0
4228$;Agol dezinf.ploch alkohol. 5l Virucidní$;6
4229$;\o\Rational tablety CareControl 150ks$;0
4230$;|Fixaèní víko - Zenit S1$;0
4231$;\o\Spirigel Complete 500ml$;0
4232$;Odìv monterky do pasu+bluza pánská 50-68$;0
4233$;Papírové ruèníky role 2vr Katri 3402 180$;44
4234$;\o\Leštìnka Diava spray 300ml$;0
4235$;\o\roho gumová Štift 81x61cm èerná 12mm$;0
4236$;\O\Dreumex plus 4.5l$;0
4237$;||200108$;0
4238$;\o\Víko ke koši Rubbermaid šedé$;0
4239$;\O\Rukavice vinyl S 100ks nepudrované$;0
4240$;||190104$;0
4241$;\O\Vìdro pozink 15l$;0
4242$;||190104$;0
4243$;\o\Retigo Act.Cleaner 40ks kyblík 4kg$;0
4244$;||180109$;0
4245$;Zásobník papírové role Tork Matic 551000$;14
4246$;\o\Zásobník ruèníky role Cormen podav178$;0
4247$;Koupelna Krystal ECO 750ml MR$;26
4248$;\o\Imagin tekutı písek 750g$;0
4249$;\O\Orkán Profi uni 5kg-tekutı$;0
4250$;\O\Sáèky igelit.16x20cm 200ks$;0
4251$;Cleamen 300/400 1l sanitární koupelny$;29
4252$;\O\Star WC èistiè 5l Malina$;0
4253$;Mop KOMPLET plochı Speedy 40cm /2x jazyk$;1
4254$;Mop NN mikro Speedy 40cm bílı 2x jazyk$;99
4255$;||190103$;0
4256$;Zásobník papírové role PK Maxi Harm.1382$;6
4257$;Cleamen 122 1l podlaha s leskem$;58
4258$;\o\Desam Effekt 5l dezinfekce ploch$;0
4259$;\O\Zásobník ruèníky ZZ Tork 552000$;0
4260$;\O\Rozetky dekorat.krajka papír.10cm/500$;0
4261$;\o\Biolit prášek proti mravencùm 250g$;0
4262$;Sáèky do koše 70l 60x80/ 40mi 10ks modré$;16
4263$;Papírové ruèníky ZZ 2vr Harm.1614 rec150$;1400
4264$;Náplast dìtská 5ks 1682-5$;44
4265$;Oprašovák tøíbarevnı$;23
4266$;||181220$;0
4267$;\o\Vanish odstraòovaè skvrn 600ml spray$;0
4268$;\o\Valeèek Velur mini 60mm 6705197200$;106
4269$;\o\Sáèky filtraèní Karcher 5ks$;0
4270$;Toaletní papír Gigant 2vrs.190*Imb402297$;1
4271$;Textilní rukavice Polomáè.   è.11 bílé$;420
4272$;\o\Sáèky filtraèní papírové Karcher 5ks$;0
4273$;\O\Suma MilkClean 2x2L$;0
4274$;\o\Sáèek zip posuvnı jezdec 400x300mm$;0
4275$;||190104$;0
4276$;\o\Sáèek zip posuvnı jezdec 400x400mm$;0
4277$;WYPALL 7240 modrá 38cmx34cm 1000útr.$;9
4278$;\o\Ecofloor na podlahy 10l$;0
4279$;\o\Pap.ruè.role Tork 1vr.130034 bílá$;0
4280$;||190103$;0
4281$;\o\Ubrousky 3vrs.20ks bílé$;0
4282$;||190103$;0
4283$;\O\Kyselina citronová monoh.25kg potravi$;0
4284$;\O\Mop NN mikro Sprint 40cm luté pruhy$;0
4285$;||190104$;0
4286$;||191218$;0
4287$;\o\Vanish Oxi Action tekutı 2L rùovı$;0
4288$;||190102$;0
4289$;||180704$;0
4290$;Hadr na podlahu šedı 50x60cm$;352
4291$;Septoderm 500ml bezopl.dez. rukou,alkoho$;0
4292$;\O\Laparen 400ml lapaè pachu$;0
4293$;||190103$;0
4294$;\o\Barva RAL 6019 12kg+tuidlo zelená$;0
4295$;\o\Oasis PRO 64 2l$;0
4296$;\D\OVO Smršovací košilky mix$;0
4297$;\o\Štít ochrannı oblièejovı$;0
4298$;\o\Laudamonium 2l$;0
4299$;\o\Oasis PRO 56 2l$;0
4300$;Roho textilní 60x40cm Clean$;2
4301$;Osvìovaè elek.Airwick NN saten 19ml$;9
4302$;||190104$;0
4303$;Toaletní papír Gigant 1vrs.240mm CLASSIC$;637
4304$;\o\Suma Auto Oven Clean D9.10   5l$;0
4305$;\o\Vlhèené ubr.GreenShield 50ks antibakt$;0
4306$;\O\Kyselina sírová 33% 20l$;0
4307$;\o\Pantra 08 profesional na podlahu 1l$;0
4308$;||201110$;0
4309$;||200729$;0
4310$;||190104$;0
4311$;\o\Vloka do odpad.koše 6040$;0
4312$;\o\Tekuté mıdlo 500ml Isolda Granát.jabl$;0
4313$;Šampon Palmolive 350ml lupy Men$;26
4314$;\o\Incidin Liquid 5l$;0
4315$;Prášek Persil 18dávek FBS na bílé$;10
4316$;\o\Dezin.ruce MeToo alkoh.hygie.gel 50ml$;0
4317$;SG Nivea 250ml dámskı mix$;48
4318$;Osvìovaè vzd.AIR menline NN 3x15 Limber$;103
4319$;||190104$;0
4320$;\o\Zásobník WC papír Tork 556000 skládan$;0
4321$;||190103$;0
4322$;||190104$;0
4323$;\o\Topmatic Crystal 12kg$;0
4324$;\O\Pap.ruè.role Tork 2vr.290067 bílá$;0
4325$;\O\Retigo Act.Descaler 25ks kıblík 2,5kg$;0
4326$;Cleamen 146 1l èistiè + leštiè podlah$;22
4327$;\O\obuv sandál korkovı bílı è.42-46$;0
4328$;\O\Bann Derm dezinf.gel na ruce 50ml$;0
4329$;\O\Utìrka Profix Strong 40x38cm 500ut$;0
4330$;||180109$;0
4331$;||180104$;0
4332$;Oprašovák s rukojetí inylková Yessica$;16
4333$;||190102$;0
4334$;\o\Benzínovı èistiè technickı 9L$;0
4335$;\O\šampon Primo 5l kopøiva$;0
4336$;\O\Roho textilní Nova 120x90cm olemovan$;0
4337$;\O\Roho textilní Arcos 120x100cm èerná$;0
4338$;\O\Øedidlo S 6005 700ml$;0
4339$;Koš vıklopnı 20L Kajetán hnìdı$;0
4340$;\o\PAD 406/16 hnìdı$;0
4341$;\O\Taška mikro 20kg 100ks$;0
4342$;\o\Barva RAL 9005 5l$;0
4343$;||191218$;0
4344$;Kondicioner Dove 200ml                /6$;10
4345$;||190102$;0
4346$;|Paleta EUR - Karko$;30
4347$;||190104$;0
4348$;||191219$;0
4349$;Pampers Jumbo Mini 100ks$;3
4350$;\O\Ubrousky Tork 10935 1vr. do N1 30x33$;0
4351$;Cleamen 231 5l strojní oplach nádobí$;6
4352$;\o\Ubrousky TORK 33x33 Bílé 250ks$;0
4353$;||180724$;0
4354$;Toluen 9l$;0
4355$;\o\Mop NN mikro Sprint plus 40c šedı pru$;0
4356$;||190103$;0
4357$;Desinfekto 5l dezinfekce povrchy bezchlo$;13
4358$;Prášek Bonux 60+20dávek Color$;153
4359$;Ubrousky HARMONY modré 33x33cm 50ks$;57
4360$;||190111$;0
4361$;\o\Zásobník ubrousky Tork 274002 stolní$;0
4362$;||190111$;0
4363$;||190104$;0
4364$;||190104$;0
4365$;\o\Pap.ruè.role Tork 1vr.290057 bílá$;0
4366$;||190102$;0
4367$;||190104$;0
4368$;\O\Monteráèek 10kg$;0
4369$;Koš PVC 12L kulatı dìrovanı zelenı 31x29$;1
4370$;||190104$;0
4371$;||190102$;0
4372$;\o\Respirátor FFP2/KN95$;0
4373$;\NEM\kartáè zkumavka prùmìr 8mm štìtina$;200
4374$;||190102$;0
4375$;||190102$;0
4376$;\AU\Papírové ruèníky ZZ 5000 zelené$;0
4377$;||190102$;0
4378$;||190102$;0
4379$;||190102$;0
4380$;\o\Víko ke koši Rubbermaid modré$;0
4381$;\P\Lak.tu.3T0050300A F3L$;0
4382$;Prášek Palmex 63dávek Hory Modrı$;3
4383$;||190111$;0
4384$;||190102$;0
4385$;\o\Milit domácí èistiè 500ml NN$;0
4386$;||190104$;0
4387$;Prací gel Persil 100dávek Color$;0
4388$;||190102$;0
4389$;Dávkovaè zpìòovacího mıdla 500ml CN$;10
4390$;||180530$;0
4391$;Tekuté mıdlo 5l Clear Body Hydrat.bílé$;146
4392$;||180724$;0
4393$;Graffiti Cleaner GB100 500ml MR$;12
4394$;\O\smetáèek 3øadı krbovı$;0
4395$;\AU\Clin okna 500ml$;0
4396$;\o\Rukavice vinyl XL 100ks pudrované$;0
4397$;Gumové rukavice DOVOZ è.7-7,5/M      /12$;1355
4398$;Nádobí Pur 750/900ml Balsam mix$;58
4399$;Tekuté mıdlo 500ml Clear Body Aloe$;677
4400$;\O\iletky Astra 5ks Stainless modré$;0
4401$;||201110$;0
4402$;||190102$;0
4403$;\o\Drák nástìnı na láhev 500ml -Septode$;0
4404$;\o\Pap.ruè.ZZ 2vr.Tork 290182 3000ut bí$;0
4405$;\p\Lak.tu.3T0050300 V5T$;0
4406$;\o\Primalex standart 15kg$;0
4407$;Umyvadlo PVC hranaté 32cm/8l$;4
